match_description|match_date|match_venue|match_location|match_result|team_name|innings_order|batsman_name|dismissal_mode|runs|balls|fours|sixes
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Mumbai Indians Innings|innings_1|Rohit Sharma (c)|c Unadkat b Jofra Archer|0|1|0|0
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Mumbai Indians Innings|innings_1|Ishan Kishan (wk)|c Samson b Stokes|12|11|1|0
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Mumbai Indians Innings|innings_1|Hardik Pandya|c Samson b Stokes|36|21|3|2
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Mumbai Indians Innings|innings_1|Krunal Pandya|c Gowtham b Unadkat|3|7|0|0
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Mumbai Indians Innings|innings_1|Ben Cutting|not out|10|7|0|1
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Mumbai Indians Innings|innings_1|Jean-Paul Duminy|not out|0|0|0|0
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Rajasthan Royals Innings|innings_2|D Arcy Short|c Ishan Kishan b Bumrah|4|5|1|0
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Rajasthan Royals Innings|innings_2|Jos Buttler (wk)|not out|94|53|9|5
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Rajasthan Royals Innings|innings_2|Ajinkya Rahane (c)|c Suryakumar Yadav b Hardik Pandya|37|36|4|0
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Rajasthan Royals Innings|innings_2|Sanju Samson|c (sub)Rahul Chahar b Hardik Pandya|26|14|2|2
Mumbai Indians vs Rajasthan Royals, 47th Match - Live Cricket Score, Commentary|2018-05-13|Wankhede Stadium,|Mumbai|Rajasthan Royals won by 7 wkts|Rajasthan Royals Innings|innings_2|Ben Stokes|not out|0|0|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Lokesh Rahul (wk)|c de Grandhomme b Umesh|21|15|0|3
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Chris Gayle|c Siraj b Umesh|18|14|4|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Karun Nair|c Kohli b Siraj|1|3|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Aaron Finch|c Kohli b Moeen|26|23|1|2
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Marcus Stoinis|b Chahal|2|3|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Mayank Agarwal|c Parthiv Patel b de Grandhomme|2|6|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Axar Patel|not out|9|13|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Ravichandran Ashwin (c)|run out ((sub)Negi/Parthiv Patel)|0|1|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Andrew Tye|c Parthiv Patel b Umesh|0|3|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Mohit Sharma|run out (de Villiers/Moeen)|3|5|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Kings XI Punjab Innings|innings_1|Ankit Rajpoot|run out (Southee/Moeen)|1|5|0|0
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Royal Challengers Bangalore Innings|innings_2|Virat Kohli (c)|not out|48|28|6|2
Kings XI Punjab vs Royal Challengers Bangalore, 48th Match - Live Cricket Score, Commentary|2018-05-14|Holkar Cricket Stadium,|Indore|Royal Challengers Bangalore won by 10 wkts|Royal Challengers Bangalore Innings|innings_2|Parthiv Patel (wk)|not out|40|22|7|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Rahul Tripathi|c Karthik b A Russell|27|15|4|1
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Jos Buttler (wk)|c Searles b Kuldeep Yadav|39|22|5|2
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Ajinkya Rahane (c)|b Kuldeep Yadav|11|12|1|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Sanju Samson|lbw b Narine|12|10|2|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Ben Stokes|c & b Kuldeep Yadav|11|13|0|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Stuart Binny|st Karthik b Kuldeep Yadav|1|4|0|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Krishnappa Gowtham|c Karthik b Shivam Mavi|3|5|0|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Jaydev Unadkat|b Prasidh|26|18|3|1
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Ish Sodhi|c Karthik b Prasidh|1|6|0|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Jofra Archer|c Shubman Gill b A Russell|6|5|1|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Rajasthan Royals Innings|innings_1|Anureet Singh|not out|3|4|0|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Sunil Narine|c Gowtham b Stokes|21|7|2|2
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Chris Lynn|c Anureet Singh b Stokes|45|42|5|1
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Robin Uthappa|c R Tripathi b Stokes|4|6|0|0
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Nitish Rana|lbw b Ish Sodhi|21|17|2|1
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Dinesh Karthik (c & wk)|not out|41|31|5|1
Kolkata Knight Riders vs Rajasthan Royals, 49th Match - Live Cricket Score, Commentary|2018-05-15|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Andre Russell|not out|11|5|2|0
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Suryakumar Yadav|c Rahul b Andrew Tye|27|15|3|2
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Evin Lewis|b Andrew Tye|9|7|0|1
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Ishan Kishan (wk)|c Stoinis b Andrew Tye|20|12|1|2
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Rohit Sharma (c)|c Yuvraj b Rajpoot|6|10|0|0
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Krunal Pandya|c Rajpoot b Stoinis|32|23|1|2
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Kieron Pollard|c Finch b Ashwin|50|23|5|3
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Hardik Pandya|c Ashwin b Andrew Tye|9|12|0|0
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Ben Cutting|c Axar b Ashwin|4|7|0|0
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Mitchell McClenaghan|not out|11|7|1|1
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Mumbai Indians Innings|innings_1|Mayank Markande|not out|7|5|1|0
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Kings XI Punjab Innings|innings_2|Lokesh Rahul (wk)|c Cutting b Bumrah|94|60|1|3
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Kings XI Punjab Innings|innings_2|Chris Gayle|c Cutting b McClenaghan|18|11|2|1
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Kings XI Punjab Innings|innings_2|Aaron Finch|c Hardik Pandya b Bumrah|46|35|3|1
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Kings XI Punjab Innings|innings_2|Marcus Stoinis|c Ishan Kishan b Bumrah|1|2|0|0
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Kings XI Punjab Innings|innings_2|Axar Patel|not out|10|8|0|1
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Kings XI Punjab Innings|innings_2|Yuvraj Singh|c Lewis b McClenaghan|1|3|0|0
Mumbai Indians vs Kings XI Punjab, 50th Match - Live Cricket Score, Commentary|2018-05-16|Wankhede Stadium,|Mumbai|Mumbai Indians won by 3 runs|Kings XI Punjab Innings|innings_2|Manoj Tiwary|not out|4|1|1|0
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Parthiv Patel (wk)|c S Kaul b Sandeep Sharma|1|4|0|0
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Virat Kohli (c)|b Rashid Khan|12|11|2|0
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|AB de Villiers|c Dhawan b Rashid Khan|69|39|1|1
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Moeen Ali|c Goswami b Rashid Khan|65|34|2|6
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Colin de Grandhomme|c Rashid Khan b S Kaul|40|17|1|4
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Mandeep Singh|c Dhawan b S Kaul|4|6|0|0
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Sarfaraz Khan|not out|22|8|3|1
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Tim Southee|not out|1|1|0|0
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Sunrisers Hyderabad Innings|innings_2|Shikhar Dhawan|c & b Chahal|18|15|0|2
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Sunrisers Hyderabad Innings|innings_2|Alex Hales|c de Villiers b Moeen|37|24|2|3
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Sunrisers Hyderabad Innings|innings_2|Kane Williamson (c)|c de Grandhomme b Siraj|81|42|7|5
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Sunrisers Hyderabad Innings|innings_2|Manish Pandey|not out|62|38|7|2
Royal Challengers Bangalore vs Sunrisers Hyderabad, 51st Match - Live Cricket Score, Commentary|2018-05-17|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Sunrisers Hyderabad Innings|innings_2|Deepak Hooda|not out|1|1|0|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Delhi Daredevils Innings|innings_1|Prithvi Shaw|c SN Thakur b D Chahar|17|17|1|1
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Delhi Daredevils Innings|innings_1|Shreyas Iyer (c)|b Lungi Ngidi|19|22|3|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Delhi Daredevils Innings|innings_1|Rishabh Pant (wk)|c DJ Bravo b Lungi Ngidi|38|26|3|2
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Delhi Daredevils Innings|innings_1|Glenn Maxwell|b Ravindra Jadeja|5|7|0|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Delhi Daredevils Innings|innings_1|Vijay Shankar|not out|36|28|2|2
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Delhi Daredevils Innings|innings_1|Abhishek Sharma|c Harbhajan b SN Thakur|2|4|0|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Delhi Daredevils Innings|innings_1|Harshal Patel|not out|36|16|1|4
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|Shane Watson|c Boult b A Mishra|14|23|0|1
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|Ambati Rayudu|c Maxwell b Harshal Patel|50|29|4|4
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|Suresh Raina|c Vijay Shankar b Lamichhane|15|18|1|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|MS Dhoni (c & wk)|c Shreyas Iyer b Boult|17|23|1|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|Sam Billings|c Abhishek Sharma b A Mishra|1|5|0|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|Ravindra Jadeja|not out|27|18|0|2
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|Dwayne Bravo|c Vijay Shankar b Boult|1|2|0|0
Delhi Daredevils vs Chennai Super Kings, 52nd Match - Live Cricket Score, Commentary|2018-05-18|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 34 runs|Chennai Super Kings Innings|innings_2|Deepak Chahar|not out|1|2|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Rajasthan Royals Innings|innings_1|Rahul Tripathi|not out|80|58|5|3
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Rajasthan Royals Innings|innings_1|Jofra Archer|c Parthiv Patel b Umesh|0|4|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Rajasthan Royals Innings|innings_1|Ajinkya Rahane (c)|lbw b Umesh|33|31|3|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Rajasthan Royals Innings|innings_1|Sanju Samson|c Moeen b Umesh|0|1|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Rajasthan Royals Innings|innings_1|Heinrich Klaasen (wk)|c Moeen b Siraj|32|21|3|1
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Rajasthan Royals Innings|innings_1|Krishnappa Gowtham|run out (Parthiv Patel/Southee)|14|5|0|2
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Virat Kohli (c)|b Gowtham|4|9|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Parthiv Patel (wk)|st Klaasen b Shreyas Gopal|33|21|3|2
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|AB de Villiers|st Klaasen b Shreyas Gopal|53|35|7|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Moeen Ali|c & b Shreyas Gopal|1|2|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Mandeep Singh|st Klaasen b Shreyas Gopal|3|4|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Colin de Grandhomme|c A Rahane b Ish Sodhi|2|3|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Sarfaraz Khan|c Klaasen b Laughlin|7|8|1|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Tim Southee|c Gowtham b Unadkat|14|17|2|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Umesh Yadav|b Laughlin|0|1|0|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Mohammed Siraj|c Gowtham b Unadkat|14|12|2|0
Rajasthan Royals vs Royal Challengers Bangalore, 53rd Match - Live Cricket Score, Commentary|2018-05-19|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 30 runs|Royal Challengers Bangalore Innings|innings_2|Yuzvendra Chahal|not out|0|4|0|0
